N,p,q
194840,13,194827
194842,3,194839
194844,5,194839
194846,7,194839
194848,29,194819
194850,11,194839
194852,13,194839
194854,41,194813
194856,17,194839
194858,19,194839
194860,41,194819
194862,23,194839
194864,3,194861
194866,3,194863
194868,5,194863
194870,3,194867
194872,3,194869
194874,5,194869
194876,7,194869
194878,11,194867
194880,11,194869
194882,13,194869
194884,17,194867
194886,17,194869
194888,19,194869
194890,23,194867
194892,23,194869
194894,3,194891
194896,5,194891
194898,7,194891
194900,31,194869
194902,3,194899
194904,5,194899
194906,7,194899
194908,17,194891
194910,11,194899
194912,13,194899
194914,3,194911
194916,5,194911
194918,7,194911
194920,3,194917
194922,5,194917
194924,7,194917
194926,59,194867
194928,11,194917
194930,13,194917
194932,41,194891
194934,17,194917
194936,3,194933
194938,5,194933
194940,7,194933
194942,31,194911
194944,11,194933
194946,13,194933
194948,31,194917
194950,17,194933
194952,19,194933
194954,37,194917
194956,23,194933
194958,41,194917
194960,43,194917
194962,29,194933
194964,31,194933
194966,3,194963
194968,5,194963
194970,7,194963
194972,61,194911
194974,11,194963
194976,13,194963
194978,61,194917
194980,3,194977
194982,5,194977
194984,3,194981
194986,5,194981
194988,7,194981
194990,13,194977
194992,3,194989
194994,5,194989
194996,7,194989
194998,17,194981
195000,11,194989
195002,13,194989
195004,23,194981
195006,17,194989
195008,19,194989
195010,29,194981
195012,23,194989
195014,37,194977
195016,53,194963
195018,29,194989
195020,31,194989
195022,41,194981
195024,43,194981
195026,3,195023
195028,5,195023
195030,7,195023
195032,3,195029
195034,5,195029
195036,7,195029
195038,61,194977
195040,11,195029
195042,13,195029
195044,67,194977
195046,3,195043
195048,5,195043
195050,3,195047
195052,3,195049
195054,5,195049
195056,3,195053
195058,5,195053
195060,7,195053
195062,13,195049
195064,11,195053
195066,13,195053
195068,19,195049
195070,17,195053
195072,19,195053
195074,3,195071
195076,5,195071
195078,7,195071
195080,3,195077
195082,5,195077
195084,7,195077
195086,37,195049
195088,11,195077
195090,13,195077
195092,3,195089
195094,5,195089
195096,7,195089
195098,109,194989
195100,11,195089
195102,13,195089
195104,61,195043
195106,3,195103
195108,5,195103
195110,7,195103
195112,23,195089
195114,11,195103
195116,13,195103
195118,29,195089
195120,17,195103
195122,19,195103
195124,3,195121
195126,5,195121
195128,7,195121
195130,3,195127
195132,5,195127
195134,3,195131
195136,5,195131
195138,7,195131
195140,3,195137
195142,5,195137
195144,7,195137
195146,19,195127
195148,11,195137
195150,13,195137
195152,31,195121
195154,17,195137
195156,19,195137
195158,31,195127
195160,3,195157
195162,5,195157
195164,3,195161
195166,3,195163
195168,5,195163
195170,7,195163
195172,11,195161
195174,11,195163
195176,13,195163
195178,17,195161
195180,17,195163
195182,19,195163
195184,23,195161
195186,23,195163
195188,31,195157
195190,29,195161
195192,29,195163
195194,31,195163
195196,3,195193
195198,5,195193
195200,3,195197
195202,5,195197
195204,7,195197
195206,3,195203
195208,5,195203
195210,7,195203
195212,19,195193
195214,11,195203
195216,13,195203
195218,61,195157
195220,17,195203
195222,19,195203
195224,31,195193
195226,23,195203
195228,31,195197
195230,37,195193
195232,3,195229
195234,5,195229
195236,7,195229
195238,41,195197
195240,11,195229
195242,13,195229
195244,3,195241
195246,5,195241
195248,7,195241
195250,47,195203
195252,11,195241
195254,13,195241
195256,3,195253
195258,5,195253
195260,7,195253
195262,3,195259
195264,5,195259
195266,7,195259
195268,71,195197
195270,11,195259
195272,13,195259
195274,3,195271
195276,5,195271
195278,7,195271
195280,3,195277
195282,5,195277
195284,3,195281
195286,5,195281
195288,7,195281
195290,13,195277
195292,11,195281
195294,13,195281
195296,19,195277
195298,17,195281
195300,19,195281
195302,31,195271
195304,23,195281
195306,29,195277
195308,31,195277
195310,29,195281
195312,31,195281
195314,3,195311
195316,5,195311
195318,7,195311
195320,43,195277
195322,3,195319
195324,5,195319
195326,7,195319
195328,17,195311
195330,11,195319
195332,3,195329
195334,5,195329
195336,7,195329
195338,19,195319
195340,11,195329
195342,13,195329
195344,3,195341
195346,3,195343
195348,5,195343
195350,7,195343
195352,11,195341
195354,11,195343
195356,3,195353
195358,5,195353
195360,7,195353
195362,3,195359
195364,5,195359
195366,7,195359
195368,97,195271
195370,11,195359
195372,13,195359
195374,31,195343
195376,17,195359
195378,19,195359
195380,37,195343
195382,23,195359
195384,31,195353
195386,43,195343
195388,29,195359
195390,31,195359
195392,3,195389
195394,5,195389
195396,7,195389
195398,79,195319
195400,11,195389
195402,13,195389
195404,3,195401
195406,5,195401
195408,7,195401
195410,3,195407
195412,5,195407
195414,7,195407
195416,3,195413
195418,5,195413
195420,7,195413
195422,79,195343
195424,11,195413
195426,13,195413
195428,109,195319
195430,3,195427
195432,5,195427
195434,7,195427
195436,23,195413
195438,11,195427
195440,13,195427
195442,29,195413
195444,17,195427
195446,3,195443
195448,5,195443
195450,7,195443
195452,109,195343
195454,11,195443
195456,13,195443
195458,31,195427
195460,3,195457
195462,5,195457
195464,7,195457
195466,23,195443
195468,11,195457
195470,13,195457
195472,3,195469
195474,5,195469
195476,7,195469
195478,71,195407
195480,11,195469
195482,3,195479
195484,5,195479
195486,7,195479
195488,19,195469
195490,11,195479
195492,13,195479
195494,37,195457
195496,3,195493
195498,5,195493
195500,3,195497
195502,5,195497
195504,7,195497
195506,13,195493
195508,11,195497
195510,13,195497
195512,19,195493
195514,3,195511
195516,5,195511
195518,7,195511
195520,23,195497
195522,11,195511
195524,13,195511
195526,29,195497
195528,17,195511
195530,3,195527
195532,5,195527
195534,7,195527
195536,43,195493
195538,11,195527
195540,13,195527
195542,3,195539
195544,3,195541
195546,5,195541
195548,7,195541
195550,11,195539
195552,11,195541
195554,13,195541
195556,17,195539
195558,17,195541
195560,19,195541
195562,23,195539
195564,23,195541
195566,73,195493
195568,29,195539
195570,29,195541
195572,31,195541
195574,47,195527
195576,37,195539
195578,37,195541
195580,41,195539
195582,41,195541
195584,3,195581
195586,5,195581
195588,7,195581
195590,79,195511
195592,11,195581
195594,13,195581
195596,3,195593
195598,5,195593
195600,7,195593
195602,3,195599
195604,5,195599
195606,7,195599
195608,67,195541
195610,11,195599
195612,13,195599
195614,73,195541
195616,17,195599
195618,19,195599
195620,79,195541
195622,23,195599
195624,31,195593
195626,157,195469
195628,29,195599
195630,31,195599
195632,139,195493
195634,41,195593
195636,37,195599
195638,97,195541
195640,41,195599
195642,43,195599
195644,103,195541
195646,47,195599
195648,67,195581
195650,109,195541
195652,53,195599
195654,61,195593
195656,163,195493
195658,59,195599
195660,61,195599
195662,3,195659
195664,5,195659
195666,7,195659
195668,127,195541
195670,11,195659
195672,13,195659
195674,163,195511
195676,17,195659
195678,19,195659
195680,3,195677
195682,5,195677
195684,7,195677
195686,193,195493
195688,11,195677
195690,13,195677
195692,151,195541
195694,3,195691
195696,5,195691
195698,7,195691
195700,3,195697
195702,5,195697
195704,7,195697
195706,29,195677
195708,11,195697
195710,13,195697
195712,3,195709
195714,5,195709
195716,7,195709
195718,41,195677
195720,11,195709
195722,13,195709
195724,47,195677
195726,17,195709
195728,19,195709
195730,53,195677
195732,23,195709
195734,3,195731
195736,3,195733
195738,5,195733
195740,3,195737
195742,3,195739
195744,5,195739
195746,3,195743
195748,5,195743
195750,7,195743
195752,13,195739
195754,3,195751
195756,5,195751
195758,7,195751
195760,17,195743
195762,11,195751
195764,3,195761
195766,5,195761
195768,7,195761
195770,19,195751
195772,11,195761
195774,13,195761
195776,37,195739
195778,17,195761
195780,19,195761
195782,31,195751
195784,3,195781
195786,5,195781
195788,7,195781
195790,3,195787
195792,5,195787
195794,3,195791
195796,5,195791
195798,7,195791
195800,13,195787
195802,11,195791
195804,13,195791
195806,19,195787
195808,17,195791
195810,19,195791
195812,3,195809
195814,5,195809
195816,7,195809
195818,31,195787
195820,3,195817
195822,5,195817
195824,7,195817
195826,17,195809
195828,11,195817
195830,13,195817
195832,23,195809
195834,17,195817
195836,19,195817
195838,29,195809
195840,23,195817
195842,61,195781
195844,53,195791
195846,29,195817
195848,31,195817
195850,41,195809
195852,43,195809
195854,37,195817
195856,47,195809
195858,41,195817
195860,43,195817
195862,53,195809
195864,47,195817
195866,3,195863
195868,5,195863
195870,7,195863
195872,3,195869
195874,5,195869
195876,7,195869
195878,61,195817
195880,11,195869
195882,13,195869
195884,67,195817
195886,3,195883
195888,5,195883
195890,3,195887
195892,5,195887
195894,7,195887
195896,3,195893
195898,5,195893
195900,7,195893
195902,19,195883
195904,11,195893
195906,13,195893
195908,127,195781
195910,3,195907
195912,5,195907
195914,7,195907
195916,3,195913
195918,5,195913
195920,7,195913
195922,3,195919
195924,5,195919
195926,7,195919
195928,41,195887
195930,11,195919
195932,3,195929
195934,3,195931
195936,5,195931
195938,7,195931
195940,11,195929
195942,11,195931
195944,13,195931
195946,17,195929
195948,17,195931
195950,19,195931
195952,23,195929
195954,23,195931
195956,37,195919
195958,29,195929
195960,29,195931
195962,31,195931
195964,71,195893
195966,37,195929
195968,37,195931
195970,3,195967
195972,5,195967
195974,3,195971
195976,3,195973
195978,5,195973
195980,3,195977
195982,5,195977
195984,7,195977
195986,13,195973
195988,11,195977
195990,13,195977
195992,19,195973
195994,3,195991
195996,5,195991
195998,7,195991
196000,3,195997
196002,5,195997
196004,7,195997
196006,3,196003
196008,5,196003
196010,7,196003
196012,41,195971
196014,11,196003
196016,13,196003
196018,41,195977
196020,17,196003
196022,19,196003
196024,47,195977
196026,23,196003
196028,31,195997
196030,53,195977
196032,29,196003
196034,31,196003
196036,3,196033
196038,5,196033
196040,7,196033
196042,3,196039
196044,5,196039
196046,3,196043
196048,5,196043
196050,7,196043
196052,13,196039
196054,3,196051
196056,5,196051
196058,7,196051
196060,17,196043
196062,11,196051
196064,13,196051
196066,23,196043
196068,17,196051
196070,19,196051
196072,29,196043
196074,23,196051
196076,3,196073
196078,5,196073
196080,7,196073
196082,31,196051
196084,3,196081
196086,5,196081
196088,7,196081
196090,3,196087
196092,5,196087
196094,7,196087
196096,23,196073
196098,11,196087
196100,13,196087
196102,29,196073
196104,17,196087
196106,19,196087
196108,131,195977
196110,23,196087
196112,31,196081
196114,3,196111
196116,5,196111
196118,7,196111
196120,3,196117
196122,5,196117
196124,7,196117
196126,53,196073
196128,11,196117
196130,13,196117
196132,59,196073
196134,17,196117
196136,19,196117
196138,167,195971
196140,23,196117
196142,3,196139
196144,5,196139
196146,7,196139
196148,31,196117
196150,11,196139
196152,13,196139
196154,37,196117
196156,17,196139
196158,19,196139
196160,43,196117
196162,3,196159
196164,5,196159
196166,7,196159
196168,29,196139
196170,11,196159
196172,3,196169
196174,3,196171
196176,5,196171
196178,7,196171
196180,3,196177
196182,5,196177
196184,3,196181
196186,5,196181
196188,7,196181
196190,3,196187
196192,5,196187
196194,7,196187
196196,3,196193
196198,5,196193
196200,7,196193
196202,31,196171
196204,3,196201
196206,5,196201
196208,7,196201
196210,17,196193
196212,11,196201
196214,13,196201
196216,23,196193
196218,17,196201
196220,19,196201
196222,29,196193
196224,23,196201
196226,67,196159
196228,41,196187
196230,29,196201
196232,31,196201
196234,41,196193
196236,43,196193
196238,37,196201
196240,47,196193
196242,41,196201
196244,43,196201
196246,53,196193
196248,47,196201
196250,3,196247
196252,5,196247
196254,7,196247
196256,79,196177
196258,11,196247
196260,13,196247
196262,61,196201
196264,17,196247
196266,19,196247
196268,67,196201
196270,23,196247
196272,71,196201
196274,3,196271
196276,5,196271
196278,7,196271
196280,3,196277
196282,3,196279
196284,5,196279
196286,7,196279
196288,11,196277
196290,11,196279
196292,13,196279
196294,3,196291
196296,5,196291
196298,7,196291
196300,23,196277
196302,11,196291
196304,13,196291
196306,3,196303
196308,5,196303
196310,3,196307
196312,5,196307
196314,7,196307
196316,13,196303
196318,11,196307
196320,13,196307
196322,19,196303
196324,17,196307
196326,19,196307
196328,37,196291
196330,23,196307
196332,29,196303
196334,3,196331
196336,5,196331
196338,7,196331
196340,3,196337
196342,5,196337
196344,7,196337
196346,43,196303
196348,11,196337
196350,13,196337
196352,61,196291
196354,17,196337
196356,19,196337
196358,67,196291
196360,23,196337
196362,31,196331
196364,61,196303
196366,29,196337
196368,31,196337
196370,67,196303
196372,41,196331
196374,37,196337
196376,73,196303
196378,41,196337
196380,43,196337
196382,3,196379
196384,5,196379
196386,7,196379
196388,97,196291
196390,3,196387
196392,5,196387
196394,7,196387
196396,17,196379
196398,11,196387
196400,13,196387
196402,23,196379
196404,17,196387
196406,19,196387
196408,29,196379
196410,23,196387
196412,109,196303
196414,83,196331
196416,29,196387
196418,31,196387
196420,41,196379
196422,43,196379
196424,37,196387
196426,47,196379
196428,41,196387
196430,43,196387
196432,3,196429
196434,5,196429
196436,7,196429
196438,59,196379
196440,11,196429
196442,3,196439
196444,5,196439
196446,7,196439
196448,19,196429
196450,11,196439
196452,13,196439
196454,67,196387
196456,3,196453
196458,5,196453
196460,7,196453
